	read_name	read_seq	umi_seq	umi_start	umi_end	cigar	potential_concatamer
004cd565-3e0e-4ca4-9e46-5d8de6360532	20	*	*	0	16	*	False
2118931d-6d64-42fb-a8b8-f3c29f49241a	4	*	*	0	16	*	False
135ed005-7c87-466f-b700-cf5f1093398d	20	*	*	0	16	*	False
99d086d6-ef92-4125-b5ff-5b7099502fd8	20	*	*	0	16	*	False
e739c078-19bc-4185-9160-2f72c265d640	4	*	*	0	16	*	False
118e44bc-1777-4f52-a696-deba4e9c28a4	20	*	*	0	16	*	False
610cd4ae-a8be-49a4-9d5c-82170cd06df8	4	*	*	0	16	*	False
12351613-2615-4065-9eda-3936e4f1bce6	4	*	*	0	16	*	False
89d59b72-e7c6-4d2e-88c6-4a2dea79b13d	4	*	*	0	16	*	False
f902d87d-b0b6-4de1-ab2a-b444b91a2512	4	*	*	0	16	*	False
d7bced2f-4d69-4245-aeb3-ab75a36cc97e	4	*	*	0	16	*	False
819e8c41-8d3c-48ec-bbd4-001f4204b226	4	*	*	0	16	*	False
440d3a4d-4d00-450c-ba47-8ce3b648a52a	4	*	*	0	16	*	False
9a13bf7c-292f-44d3-8887-6e174af3f393	4	*	*	0	16	*	False
78f4389c-e37b-42ca-bc25-7795e3ca9821	20	*	*	0	16	*	False
df5c0fb4-bcc9-4a18-af04-f882ad137053	4	*	*	0	16	*	False
6c746037-9c7c-40fa-9530-717aee4d8f27	20	*	*	0	16	*	False
c1df9dab-39da-448d-9228-1a75fb1110fd	4	*	*	0	16	*	False
fc7d1b79-a1fa-4fa1-8919-124fb13d12c9	20	*	*	0	16	*	False
8603f89d-d141-48fd-9d2d-52401a661965	4	*	*	0	16	*	False
3c5b47c1-6de2-5580-a7ba-7ca213501f6b	4	*	*	0	16	*	False
28d61930-3e5f-5c07-ac5a-f115cd9a55a2	20	*	*	0	16	*	False
8c1420f4-d868-5d73-9206-34d483390d84	20	*	*	0	16	*	False
b16c2ff4-a65a-5759-a710-53c6b4233d14	4	*	*	0	16	*	False
7eaf5fe1-3ea5-4032-aed8-98fffe967cfd	20	*	*	0	16	*	False
c54a9bf5-51e5-4497-bac1-25f506ec43ae	4	*	*	0	16	*	False
88f48ac7-0d98-41d7-a5e1-71142c770d65	4	*	*	0	16	*	False
89af0ffb-9c64-46fa-9d05-cb1c92a2b37a	4	*	*	0	16	*	False
bd62c61a-40a6-4864-bb46-d5759214d9ef	20	*	*	0	16	*	False
75c2513f-5156-45a0-a5b6-11a5851006b7	4	*	*	0	16	*	False
75c2513f-5156-45a0-a5b6-11a5851006b7	276	*	*	0	16	*	False
cbb00b30-9207-4e39-ac18-b6772aa817bf	4	*	*	0	16	*	False
f9fb7e93-44b7-46e4-98c0-10c82ffb73f0	4	*	*	0	16	*	False
86a572da-c128-4f29-bb5d-24e87aed02ff	20	*	*	0	16	*	False
4efd3051-59e0-4559-bb30-1bef5d8d2cae	20	*	*	0	16	*	False
0df20bb8-dfe2-46de-9724-da1939e3e1c4	4	*	*	0	16	*	False
591d5203-8ea1-4d7e-8511-e4c96ce9ccd9	20	*	*	0	16	*	False
fc9c1fbb-39f7-46e6-950d-1033ee8749f7	4	*	*	0	16	*	False
ca161f07-eba0-4eef-8fbc-8e5c402a3d27	4	*	*	0	16	*	False
46a872a1-feb9-4bc4-9990-aec8192dfc9b	4	*	*	0	16	*	False
84f245c3-40d8-48c3-861f-3b2b5ff8225b	4	*	*	0	16	*	False
45d02c30-1ca5-499a-b7b1-91b690d42f47	20	*	*	0	16	*	False
f27e8a77-a6ba-4581-84ba-2a758fb9e0b9	20	*	*	0	16	*	False
d442df8e-a1b5-4a98-b552-798f1a347c3e	20	*	*	0	16	*	False
a04a22b4-d176-44ae-93c4-e93b45445e2e	4	*	*	0	16	*	False
b1a0fcd6-b59a-400f-879d-d2e2094d4446	4	*	*	0	16	*	False
c6f3fb90-7db5-4136-801e-8d8f2b0c1c1f	20	*	*	0	16	*	False
c6f3fb90-7db5-4136-801e-8d8f2b0c1c1f	260	*	*	0	16	*	False
2bf4201e-f9be-403b-9708-067a057f4cd8	4	*	*	0	16	*	False
2a85e5bc-76a7-4d2f-96b6-15e5ea616953	4	*	*	0	16	*	False
c1d0157f-f167-4a34-a2b4-678fca3b0193	4	*	*	0	16	*	False
711ad9ad-2db7-4f3e-9360-6df8d62464cc	4	*	*	0	16	*	False
e0f8fd3a-7f92-4a7c-b4e9-9234fe0b2f6d	20	*	*	0	16	*	False
1d690023-aee4-4f4d-bd28-7f220709894c	20	*	*	0	16	*	False
e5651429-dddc-41ad-81b0-120683929720	4	*	*	0	16	*	False
841320f3-4463-46ab-8795-19040bfa96ab	4	*	*	0	16	*	False
57468a75-5511-4ba4-847b-11c8c2a86c87	20	*	*	0	16	*	False
87f15ab4-8cd1-49f7-a3e6-d29b2b740279	4	*	*	0	16	*	False
1af23591-852b-4ef7-99ff-a6e3b9cf6cad	20	*	*	0	16	*	False
23fc7a68-366e-4229-80b8-1eb99e3ae366	4	*	*	0	16	*	False
e73968b1-760f-4c40-be00-d529b1f632f4	4	*	*	0	16	*	False
e477164e-2224-4fd2-a068-bf2a53233923	20	*	*	0	16	*	False
61193ee1-0e38-404f-8641-280e87155130	4	*	*	0	16	*	False
9f47b3b8-f0df-4d93-a5aa-a23d4230ccb3	20	*	*	0	16	*	False
041fc92c-8467-4a9d-97fb-0fc7d2236ac3	4	*	*	0	16	*	False
d7bdea60-45ab-484e-a014-fc06722aa063	4	*	*	0	16	*	False
cf86df75-2485-4ba6-93d2-2a1030c7b846	20	*	*	0	16	*	False
f4488c7d-6a6a-4bfb-95d0-4378fba7e6c0	4	*	*	0	16	*	False
b12ac9c8-2c9d-4a26-ae1c-0eed250d4188	4	*	*	0	16	*	False
2c9ee684-0de5-44aa-b0c6-0c484c9e7888	4	*	*	0	16	*	False
c150c2e9-1e9c-4303-9d16-3f440136e026	4	*	*	0	16	*	False
12d86e2e-2b3a-494b-83bc-fef8e2e6ae41	20	*	*	0	16	*	False
d5f1ee61-f00a-49a1-a9c8-f656fd602dfa	4	*	*	0	16	*	False
81e254f8-b3db-4976-a5bd-6fbd11bb403a	20	*	*	0	16	*	False
29e73610-7a00-4dc1-b262-2e108359532c	20	*	*	0	16	*	False
c55d4ad0-1600-457e-8d9a-f5bdd2bbc217	4	*	*	0	16	*	False
d7c53c19-106a-4576-bd1d-9cb1234fb4d5	20	*	*	0	16	*	False
ad5e7f21-e0db-44e2-9012-b746f3062e75	20	*	*	0	16	*	False
bc526ae8-ed42-4592-b815-f9e640f60c42	4	*	*	0	16	*	False
07dd252b-aa87-4c96-921e-74e6f8d2d9fa	20	*	*	0	16	*	False
f67716d7-9b93-47e2-8c97-b006b144cbb5	4	*	*	0	16	*	False
2e3f8cbe-bf5d-4990-a03f-7864c5a43619	20	*	*	0	16	*	False
ea50c62c-0204-4c67-a9e2-fcfa87e9570d	4	*	*	0	16	*	False
28ca4292-b23d-4305-b6a8-480a1ebef3dd	4	*	*	0	16	*	False
096d7e4d-503d-4c75-93df-da20298affdb	20	*	*	0	16	*	False
126a122b-8735-4ad0-adeb-5c667881c5d9	20	*	*	0	16	*	False
f1cd2530-07d2-4989-8795-758e8f736f49	20	*	*	0	16	*	False
50ff07cb-96b0-464a-9b0f-c80c42b60b1c	4	*	*	0	16	*	False
caee46cc-e926-4bbd-ba5f-57d8979df5a1	20	*	*	0	16	*	False
1e42468a-d67d-42ef-ab7b-acf565697371	20	*	*	0	16	*	False
1603bb33-dd87-428c-ad0c-28a708368f7b	4	*	*	0	16	*	False
82dc780b-bf0a-4f38-8a7e-3746443f7a31	4	*	*	0	16	*	False
8759cf30-899b-444c-be99-bc2988c9152a	4	*	*	0	16	*	False
25ed2c6e-8d3d-4688-8ae5-9d2154520447	4	*	*	0	16	*	False
8b375e5c-b7d2-405f-8bc5-17b5dc46b0bb	20	*	*	0	16	*	False
60306f23-2241-404b-8378-a97090a9d6ca	20	*	*	0	16	*	False
cb957548-0e9f-43b7-84b9-11fea4c1d537	20	*	*	0	16	*	False
184acb77-7a55-4cc5-93a1-6dfe16e13834	4	*	*	0	16	*	False
8fc363d3-3847-4a5d-9d86-5ada977f5779	20	*	*	0	16	*	False
e9a7a45f-3c18-45c9-b85c-b4a531178639	4	*	*	0	16	*	False
388ffb24-1eec-4171-bff5-d2efe469ab36	4	*	*	0	16	*	False
d75ed488-5922-4f02-9826-a3f520b76a5f	20	*	*	0	16	*	False
9e685ea7-ce07-4248-a62f-501a363b1881	4	*	*	0	16	*	False
0e9584a1-4ea6-458f-91e5-1e571b119f39	20	*	*	0	16	*	False
c0cb14a1-af39-41fe-a8fd-5aeb235b7c0f	20	*	*	0	16	*	False
43f15edd-9313-48ce-acab-6b2dcbf0848b	20	*	*	0	16	*	False
50cea863-0c87-4017-8477-b3f4d64572ee	4	*	*	0	16	*	False
db5b2eed-1c46-4054-88bc-95792a6b3033	4	*	*	0	16	*	False
770e0487-ec8b-4e3d-92f4-2aa1fd6060dc	20	*	*	0	16	*	False
4d41ed4e-7600-4478-aa51-e6f963e13d64	4	*	*	0	16	*	False
fb853e8d-3238-4b06-9690-3ffda3803c7a	4	*	*	0	16	*	False
646fabe1-c38f-412c-b511-19ba46b13d17	4	*	*	0	16	*	False
62ab4645-aeb6-42df-8c3e-9454253abb5b	4	*	*	0	16	*	False
d7649af1-0ae8-4398-b741-6a7bd81f19e6	20	*	*	0	16	*	False
54c7bf59-4f12-41a1-a104-aa652f3ebe98	4	*	*	0	16	*	False
b8a832d0-6b2d-4c49-a1f7-4bca11e7e69a	20	*	*	0	16	*	False
7b431cbd-720a-4677-a1b8-6634c75f5c6d	20	*	*	0	16	*	False
c7e48cda-85f7-4871-9221-adc525595f88	4	*	*	0	16	*	False
ab4043c8-bf27-42be-bea2-75c2cbab1137	4	*	*	0	16	*	False
67df9a50-2e69-404c-a4bb-b1cf19b2ff32	4	*	*	0	16	*	False
85b44647-b5f8-4637-90ea-fec5014138f6	4	*	*	0	16	*	False
ca8c0004-97b7-4003-b8b9-0e970ccc8321	20	*	*	0	16	*	False
765d4917-7ad4-4928-8e98-42890cb50ca6	20	*	*	0	16	*	False
2df764a6-12f3-4542-8398-36fac14a31aa	20	*	*	0	16	*	False
7b59115a-fc1b-4df4-873d-ab2648b49d2e	20	*	*	0	16	*	False
78317028-8692-4788-9a5b-9ffd21b99452	4	*	*	0	16	*	False
67dffd26-a215-45af-9418-83b97a6ff365	4	*	*	0	16	*	False
38d6a178-676d-4c52-8a0a-9cd89bbacb28	20	*	*	0	16	*	False
436d1a5b-f107-4724-8cba-e6020a2dbeef	20	*	*	0	16	*	False
b14ec8ba-51fb-47d6-a701-1cdbb13be1ed	20	*	*	0	16	*	False
88cf9a9b-20b6-4616-b97d-2db24c873e3e	4	*	*	0	16	*	False
6328b765-6036-4199-a4f9-5a592bbeefdc	4	*	*	0	16	*	False
bb107ff0-62c2-41da-a5d5-937b3138cb48	20	*	*	0	16	*	False
636147b0-552a-4d35-a21a-3a97f03abf51	20	*	*	0	16	*	False
d5c7c818-e808-4b19-91a4-3e4bb57c442c	4	*	*	0	16	*	False
7efbbc5a-9165-4758-82f4-c9992aa06b07	4	*	*	0	16	*	False
3c511a3b-bce8-452e-a35d-de4f56c552c3	4	*	*	0	16	*	False
ee256997-739b-4e66-8296-2ec7f7bd6120	4	*	*	0	16	*	False
9e1190c8-1b6d-4a64-8096-20c436389d1d	4	*	*	0	16	*	False
51f8ae60-dc86-40dd-89bd-fb7a75ba12cc	4	*	*	0	16	*	False
742e69c5-d1ee-41ae-82b5-5a9ad5c7aaa9	4	*	*	0	16	*	False
b2c0dd9f-2b01-4ff3-b207-d601659c748e	4	*	*	0	16	*	False
04e6a3d8-8b8e-4768-81e8-f3e61f8ae25a	4	*	*	0	16	*	False
fd47ffb7-8c3b-49b8-92de-c82acf348d20	20	*	*	0	16	*	False
a970679a-3e2e-401b-b871-68b2da253442	4	*	*	0	16	*	False
b32d41c6-e269-5c2b-888c-ef941ceca418	4	*	*	0	16	*	False
2f4d6e4e-9678-4eb3-bd40-f35b56372d7c	20	*	*	0	16	*	False
62553dd6-8ccd-4299-8525-a45155711440	4	*	*	0	16	*	False
902b0cfe-3bf5-4566-869e-b2cc2f2ec9fd	4	*	*	0	16	*	False
dbd651ab-37d2-47c6-a458-91d114db15c7	20	*	*	0	16	*	False
f55f56bc-52ee-485f-bb83-a689a1b641d2	20	*	*	0	16	*	False
e810b1cc-a1ed-4082-b7d5-b7859a9108e3	4	*	*	0	16	*	False
2be1c716-74fa-4345-9eaa-e86e640c33f5	4	*	*	0	16	*	False
21d03654-c593-4355-bafe-d0acfa55165a	4	*	*	0	16	*	False
b6964042-d2a1-4177-99c5-314da4c35a56	4	*	*	0	16	*	False
fc348d21-4000-490f-9506-772acf7c00bc	4	*	*	0	16	*	False
651fdb45-8ef8-49a3-b42b-ba3014f0e34f	4	*	*	0	16	*	False
45a04adf-f78a-44bd-a17f-c6329dcad2af	4	*	*	0	16	*	False
beff7619-14fa-4afd-b5f8-35bdccf291a2	4	*	*	0	16	*	False
26c71028-5342-48b0-9a86-211eb02cafee	4	*	*	0	16	*	False
b378045f-ed0b-42d3-8447-7b3a7fa5a94e	20	*	*	0	16	*	False
82c26657-4fd7-426d-851f-194d3ef344da	20	*	*	0	16	*	False
82f10e63-ce72-4c88-b4b1-0d30514827ad	4	*	*	0	16	*	False
65540021-8f67-4f9b-a31c-1ddecc9a5895	4	*	*	0	16	*	False
fc7cc3f1-2dd4-4836-a672-b1e0c4a12ddf	20	*	*	0	16	*	False
3c83a662-1d4c-4855-9c1d-0619426bf472	4	*	*	0	16	*	False
5988eba1-6ca2-4dc2-bfda-41b73dca1a19	4	*	*	0	16	*	False
5c1420eb-e15b-4dff-9499-b667372cbb69	4	*	*	0	16	*	False
be95adbd-55ef-450b-8ce0-753dd3adaf6b	20	*	*	0	16	*	False
5219f0fd-5c43-497f-8e3b-fc9cf54e0ab4	4	*	*	0	16	*	False
53950edc-99d1-4552-a119-f8750f1bf9d9	4	*	*	0	16	*	False
e3a635f5-2385-4052-8595-2f9426dd6bdc	20	*	*	0	16	*	False
b5199f89-d40a-465d-a4da-b8ff81d2a64d	20	*	*	0	16	*	False
ac5591b1-02ef-4747-896b-3bc79aa7134b	20	*	*	0	16	*	False
9331649a-3988-473d-8cc3-6ac4c87a35e6	4	*	*	0	16	*	False
0f38aff5-490f-4639-b394-2f09ff561321	4	*	*	0	16	*	False
5446bd36-8a7b-4bb8-9086-9f6929150fa6	4	*	*	0	16	*	False
58f8e224-2c67-4c04-bc8f-941b7268c02c	4	*	*	0	16	*	False
ee061a0c-b26d-4380-bdd0-eeec29fd10b6	4	*	*	0	16	*	False
55a1afe1-0db6-4e69-8fa5-aa4ce928a234	4	*	*	0	16	*	False
bb672e85-95df-4002-9027-ac08e016f72b	4	*	*	0	16	*	False
fc95ca2b-a2ae-4774-b5cb-d414359389db	20	*	*	0	16	*	False
0ce0bb18-d35f-426c-860c-eb3e1688efd5	4	*	*	0	16	*	False
be513d65-4212-4b99-9271-b2b6638e0417	4	*	*	0	16	*	False
917fc58d-a4eb-4dbc-a48b-9da4d7b0a6a3	4	*	*	0	16	*	False
41249aa0-4461-48dd-af57-93c4c436412e	20	*	*	0	16	*	False
41249aa0-4461-48dd-af57-93c4c436412e	260	*	*	0	16	*	False
41249aa0-4461-48dd-af57-93c4c436412e	260	*	*	0	16	*	False
41249aa0-4461-48dd-af57-93c4c436412e	276	*	*	0	16	*	False
105b75aa-bb64-4464-8e61-23c48400cea5	4	*	*	0	16	*	False
f6d9d5f6-5e6d-4323-8cf2-47a26db41282	4	*	*	0	16	*	False
28374dda-9924-404b-983d-9e794e2b89c7	4	*	*	0	16	*	False
3f09b1e4-b799-4589-821f-0e1c001c8293	4	*	*	0	16	*	False
ce82e0fa-ad13-4b49-b6e1-c5fa6c1e2bba	4	*	*	0	16	*	False
59477766-da10-4c54-ac3a-df65347d17e0	4	*	*	0	16	*	False
04b9bf04-83e5-42c2-ad08-ddffffd4f25b	20	*	*	0	16	*	False
afa73cb1-c104-4fe6-bb28-a4c42c3df90f	4	*	*	0	16	*	False
2956c08c-cbdc-4a8f-8467-87b1ec2d4fe7	4	*	*	0	16	*	False
4c5b5159-cfc9-43e1-85b7-35e5d20f8c28	4	*	*	0	16	*	False
766c4f34-1e6d-476c-a10f-c17a8cb3ace5	20	*	*	0	16	*	False
c7938429-87e9-4ae9-b0e4-a2b486a47e70	4	*	*	0	16	*	False
41878a20-c3f4-4185-86c5-23eda5bbf271	4	*	*	0	16	*	False
9ed6a659-23dd-4044-b85f-fe6e3c10042f	20	*	*	0	16	*	False
d7500c06-cf83-478c-bf75-4c2d60b98a64	4	*	*	0	16	*	False
1c223b5a-23da-468b-9084-bde91e6f75b5	20	*	*	0	16	*	False
425b3f76-1b01-41e7-9de3-e223123732e8	4	*	*	0	16	*	False
4edc2cc8-6764-4085-9403-9fcc402afae7	4	*	*	0	16	*	False
6b84d495-cc0a-4c5a-afc3-ba483c1086a4	4	*	*	0	16	*	False
f75fe565-8586-4082-9548-14ff235c2f15	4	*	*	0	16	*	False
4a3a20dc-986d-491f-8d05-7572ca9e0ca6	20	*	*	0	16	*	False
743c2ad9-e6b1-4c73-9d24-6da9c32b4c9a	4	*	*	0	16	*	False
e0422db2-9308-49fc-94d4-d7a1b5adfa2a	20	*	*	0	16	*	False
a79f3d37-d68b-4620-9d19-13cabf64bfdc	20	*	*	0	16	*	False
61ff3e5f-2146-4843-917f-f9f01d34149b	4	*	*	0	16	*	False
07b75fb3-5895-4181-bb44-3d144699f160	4	*	*	0	16	*	False
e076e3b3-5e9f-46d7-9c51-c5111dbd77e9	4	*	*	0	16	*	False
400dbbd6-011e-4d0b-87dd-7d93b7107892	4	*	*	0	16	*	False
1a7389db-a7cd-44e9-b532-3ca44d9e8b50	4	*	*	0	16	*	False
8a871041-fd2e-4973-a5dd-3634e54c9f80	4	*	*	0	16	*	False
6a87e312-8556-4c3f-8d57-b4c7b7d80977	4	*	*	0	16	*	False
17268e73-244d-4d5d-9abb-3b64a6a1d679	4	*	*	0	16	*	False
b81da979-6bd6-4ce3-b858-d9f4c860d7f5	4	*	*	0	16	*	False
8e5655dd-e9d8-49be-934a-7a7016b2be27	4	*	*	0	16	*	False
53e9ede0-5ec0-4ff7-911b-1ef742abbd26	20	*	*	0	16	*	False
43cbfa3f-6fb7-4df0-89e0-ce451818bbcc	20	*	*	0	16	*	False
1d56fbd7-cf59-4e7d-aacf-994de2c13f70	4	*	*	0	16	*	False
bf07784a-4acc-4f96-81fe-8341b3a95529	20	*	*	0	16	*	False
3e384e10-f7b5-4dd6-8e4a-2d78518beb27	20	*	*	0	16	*	False
be0c5e13-75af-408f-ba45-349cdb3ae5b9	4	*	*	0	16	*	False
b3e5f9b1-2840-4965-8945-e1d13304a20b	20	*	*	0	16	*	False
6e51d99f-2673-4bac-8012-5b6289f267fb	4	*	*	0	16	*	False
f7cb9d85-a1a9-4f58-bfea-e7ce5c1f869f	20	*	*	0	16	*	False
f8f3ce20-8101-4ff4-aa42-4fed555d9d9e	4	*	*	0	16	*	False
93a38ad0-c87c-4171-93db-55cbf0eb1d40	20	*	*	0	16	*	False
4caf4a23-c37c-4e52-a171-eb394a399dd4	20	*	*	0	16	*	False
70ad3562-c3b0-4270-8d1a-debcb722c8e3	4	*	*	0	16	*	False
272fb3f3-59b4-49f4-986f-e8f2423dcfa2	20	*	*	0	16	*	False
4c5c5d7e-a396-44cb-aae4-c758a9e7a967	20	*	*	0	16	*	False
6d2cfd3c-9051-46a4-be05-80059dfb3a57	4	*	*	0	16	*	False
548c92de-d513-44b3-9d01-35e9f36fba4e	4	*	*	0	16	*	False
61b5fd6f-fc98-4b30-8601-760cbc3241fc	4	*	*	0	16	*	False
51de726e-f0c3-4232-9975-4d04529e9f5e	20	*	*	0	16	*	False
c5fd365f-81a9-4434-8d76-4ec04ef51b9d	4	*	*	0	16	*	False
d041c3e5-8ea7-448e-aa63-fc02bc89bd0b	20	*	*	0	16	*	False
799b35bd-814e-41b6-a8b3-11f02bce3555	4	*	*	0	16	*	False
2a9bd834-35e4-4acc-8bcb-29693f8407dd	4	*	*	0	16	*	False
e3c8df8a-894f-4ad3-adff-0852ef761bfa	20	*	*	0	16	*	False
9a245bf6-cf2c-4c84-b08c-5e2cd030f0a8	20	*	*	0	16	*	False
e61e20df-1734-4d94-b2bf-b7df292777d5	20	*	*	0	16	*	False
031f88be-39fd-47ac-bc68-13cfb0906b79	4	*	*	0	16	*	False
1a0c1662-433f-4e98-bbfe-dda781260c01	20	*	*	0	16	*	False
df64eaa9-8922-48e6-8aa7-51b6b5a13a74	20	*	*	0	16	*	False
b27a0822-7354-41ff-aa28-de41ee916c0b	4	*	*	0	16	*	False
eca37268-e76a-499b-854b-0868553e936d	20	*	*	0	16	*	False
9d6fd8b1-63e7-4103-87bc-68e562905d61	4	*	*	0	16	*	False
2eeab646-033a-470d-9747-6dc470caca02	4	*	*	0	16	*	False
c993eb59-cd4b-45e7-aad2-0777e8e33427	4	*	*	0	16	*	False
0fa5d14a-a489-43ec-b167-a215327f47bc	4	*	*	0	16	*	False
54d921bc-3fad-417b-84f6-9edd2905aa9e	20	*	*	0	16	*	False
9332dd35-8d81-48de-9a2e-ce69a7520931	4	*	*	0	16	*	False
9332dd35-8d81-48de-9a2e-ce69a7520931	260	*	*	0	16	*	False
9332dd35-8d81-48de-9a2e-ce69a7520931	276	*	*	0	16	*	False
d4cfa40a-e57d-4d7a-9930-6b8e1fe29806	4	*	*	0	16	*	False
75127341-cad8-4865-94f7-e7e8cb7e5461	20	*	*	0	16	*	False
a0b5ee60-34dd-4768-85c1-f5357a8d6305	20	*	*	0	16	*	False
ba30c43e-d6fd-423b-8364-728b87a98258	20	*	*	0	16	*	False
5d68da74-9df0-4985-ba36-13ffc1769710	20	*	*	0	16	*	False
b25dd3bd-f7c9-47a0-96b9-f0d5a4bc1958	20	*	*	0	16	*	False
52a2b0ca-11f5-4048-aa75-1651b1d69c88	20	*	*	0	16	*	False
88fc0154-60bd-47e7-bf37-9f5a6ec67cef	4	*	*	0	16	*	False
dd0db6c4-e74a-4985-8b34-bebec91af35c	4	*	*	0	16	*	False
88d1f830-8132-4790-a903-2a91e6ce4733	4	*	*	0	16	*	False
b5061e02-afa5-4c2c-9b9f-692806f9789d	20	*	*	0	16	*	False
83842030-22b5-40bc-b922-06d9a57373f5	4	*	*	0	16	*	False
07632dbc-ade9-4276-af81-555608fba9e5	20	*	*	0	16	*	False
5d1e9d1c-3bd0-48ca-a16c-bffdc2bd733e	4	*	*	0	16	*	False
a9541ab6-bf05-4b3b-849c-6bc3db5323ea	4	*	*	0	16	*	False
fa410be2-c274-5864-bbd0-95fc34237372	20	*	*	0	16	*	False
772df4a7-10db-4302-87fc-b61fc0d25436	4	*	*	0	16	*	False
a5005399-6522-49ab-b916-e5d40de6cd0c	4	*	*	0	16	*	False
a9aa15f6-9fba-4d60-ba99-8afb2aca678c	4	*	*	0	16	*	False
692070dd-a148-4071-b231-443f2d32c50d	4	*	*	0	16	*	False
ae9628ff-4453-44f0-a372-c5cc243d7cee	4	*	*	0	16	*	False
b48baf52-9944-4ee3-a10e-bfe8c6681c08	4	*	*	0	16	*	False
6a173cdb-7ff0-4914-b18d-1047f98404ef	4	*	*	0	16	*	False
982f0cc4-a680-4b41-af0f-caafa8b88bd4	20	*	*	0	16	*	False
4d473152-9ccb-4cc1-b1ed-2781383298be	4	*	*	0	16	*	False
9f42473b-76a0-41bb-a4e1-82007e722c9a	4	*	*	0	16	*	False
618e21a8-f859-4e4b-8753-21a825b3290b	4	*	*	0	16	*	False
1b3da230-5f0b-442a-b679-5f478f010f31	4	*	*	0	16	*	False
ea1c1658-ce71-471d-91e4-6d6e03f13c12	20	*	*	0	16	*	False
e643517f-6938-4175-82a8-1a8af6a1c1aa	4	*	*	0	16	*	False
97c21fea-5e37-4e7e-897b-a09180c8be89	20	*	*	0	16	*	False
72c238df-fd61-4848-9b00-c89970aefb25	20	*	*	0	16	*	False
656ee21d-3fd3-4546-b706-6ee23a1864f8	4	*	*	0	16	*	False
9b7b029c-8f74-43e5-8f9f-c93b3ce04dd5	20	*	*	0	16	*	False
0b541012-95b7-4952-a768-e2e7dfdd82b8	4	*	*	0	16	*	False
d220f69a-7a6b-4af2-8917-a60f6f2d6a58	4	*	*	0	16	*	False
f7623990-25a0-4106-859b-bfcb8e03e85f	4	*	*	0	16	*	False
5e1b0ed0-9d57-4739-9078-01754193ce1a	4	*	*	0	16	*	False
d58f58c3-0709-4cfe-b5c3-fdcef1f53917	20	*	*	0	16	*	False
ce655360-a242-4f44-967c-8a5a58e3f797	20	*	*	0	16	*	False
dea2fd51-61cd-4b00-ab33-8ec7ff164182	4	*	*	0	16	*	False
0f0177a0-6791-4b81-92ba-31208c790800	20	*	*	0	16	*	False
46822d04-4c5d-40c4-ad5b-7316f2817e83	4	*	*	0	16	*	False
bcadc57f-4e29-4997-b2f4-cc363a13d88b	4	*	*	0	16	*	False
f6851171-80df-4186-b69b-38e22def82ae	4	*	*	0	16	*	False
25e34cdb-911f-49ec-9e23-4942e7c2669e	4	*	*	0	16	*	False
0d21cd70-696c-468c-a744-e7087ea57653	4	*	*	0	16	*	False
3f96938e-dd91-479d-9694-35ddc58ecf21	4	*	*	0	16	*	False
d3a88e03-139a-41d1-b6ba-ea10431e6d15	20	*	*	0	16	*	False
86c83ebd-e013-4648-b664-a95ea40bf9d6	4	*	*	0	16	*	False
f35f31ba-4129-4fd3-af54-305a67f3f15b	4	*	*	0	16	*	False
6d48d377-0c68-43fa-87f8-deb8b9c8584f	4	*	*	0	16	*	False
485461e6-8bcc-4175-ad91-42872c85552c	4	*	*	0	16	*	False
92d6ef9b-321a-44e2-a360-b2c0b8a99193	20	*	*	0	16	*	False
5eef7e50-112c-4c17-b271-40ca7e637c66	20	*	*	0	16	*	False
476a5151-0ba7-425b-8b4c-238a653ca3bd	20	*	*	0	16	*	False
e40140ff-b8f0-474b-bb03-a34f5988e299	20	*	*	0	16	*	False
f130adc0-f87d-42fc-95a5-214f6beffa63	4	*	*	0	16	*	False
c1752a4f-439f-49d9-a59e-35624235f306	20	*	*	0	16	*	False
ec215fd7-64e7-4730-8d11-0bf518a5210c	20	*	*	0	16	*	False
0af7ebb1-1ddc-42be-8015-ff7ba9dc6f22	4	*	*	0	16	*	False
036ba3d7-758f-4b39-ae93-1f5156376ac4	20	*	*	0	16	*	False
036ba3d7-758f-4b39-ae93-1f5156376ac4	276	*	*	0	16	*	False
0fd5ced9-6c92-4c80-9b07-4df66afa04d6	4	*	*	0	16	*	False
fa4eadb8-39c7-4ff2-be6d-1fe009abf902	20	*	*	0	16	*	False
32321e51-4463-477b-a5a8-6fd03b2e4a43	4	*	*	0	16	*	False
18385d65-e2f5-40da-95ca-778c6f0a2d75	20	*	*	0	16	*	False
804046f1-f23e-4297-a336-8d721e3ea892	4	*	*	0	16	*	False
4db8f7e3-c567-4224-9686-78b854667201	4	*	*	0	16	*	False
9c0b229e-df4b-4fa8-8c43-aee37d02ccf9	4	*	*	0	16	*	False
7ffef24f-2dd8-44a7-a2a2-0673f8fb49ca	4	*	*	0	16	*	False
70cc4846-be90-4def-bbf0-eda69375f69a	4	*	*	0	16	*	False
964c4a1d-44b1-41ee-8226-e138183069cd	4	*	*	0	16	*	False
437237b4-0195-4375-8f0b-6231e555f9ea	20	*	*	0	16	*	False
8fa0d50d-a250-45b8-95db-e9d137899495	4	*	*	0	16	*	False
3ea88c61-b842-4a8d-b433-fa6330e7d064	20	*	*	0	16	*	False
7ca0a196-f784-429a-bc76-80e9394c2697	20	*	*	0	16	*	False
